meas_image_name,meas_prawn_id,meas_meas_1,meas_meas_2,meas_meas_3,meas_avg,meas_std,meas_dev_pct,meas_flag,meas_base_image_name,meas_camera_frame,meas_scale_factor,meas_scaled_meas_1,meas_scaled_meas_2,meas_scaled_meas_3,meas_scaled_avg,meas_measurement_type,meas_center_x,meas_center_y,length_Label,length_PrawnID,length_Avg_Length,length_Std_Length,length_Uncertainty,length_Length_1,length_Length_2,length_Length_3,length_Angle_1,length_Angle_2,length_Angle_3,length_Scale_1,length_Scale_2,length_Scale_3,length_Global_Uncertainty,length_Length_ground_truth_annotation(mm),length_Length_ground_truth_annotation_pixels,length_pred_Distance_pixels,length_combined_scale,length_combined_scale_ground,length_id,length_Length_fov(mm),length_Height(mm),length_focal_RealLength(cm),length_Length_1_pixels,length_Length_2_pixels,length_Length_3_pixels,length_Pond_Type,length_Euclidean_Distance,length_MPError_fov_min,length_MPError_fov_max,length_MPError_fov_median,length_AbsError_fov_min,length_AbsError_fov_max,length_AbsError_fov_median,length_AbsError_focal_min,length_AbsError_focal_max,length_AbsError_focal_median,length_MPError_focal_min,length_MPError_focal_max,length_MPError_focal_median,length_Error_distance_mm_ground_min,length_Error_distance_mm_ground_max,length_Error_distance_mm_ground_median,length_Error_percentage_distance_mm_ground_min,length_Error_percentage_distance_mm_ground_max,length_Error_percentage_distance_mm_ground_median,length_pose_eval_iou,length_camera_frame,match_type
undistorted_GX010080_193_2640.jpg_gamma_obj2_cropped0.610808_0.498642,1.jpg,662.6749,668.8617,656.4998,665.7683,1.4,OK,,undistorted_GX010080_193_2640.jpg_gamma,undistorted_GX010080_193_2640,0.1892828074425999,125.4329654937442,126.60402036683008,124.2641252295054,126.01849293028712,total,0.610808,0.498642,full body:undistorted_GX010080_193_2640.jpg_gamma,Prawn_3,107.973,4.731109595010455,2.731507398244908,106.109,103.34,114.47,149.995,149.642,149.792,61.814,62.801,59.034,1.230960202536279,126.774341741643,676.4820387602473,682.0591551184478,0.1872754575160152,0.1874023765272106,67ee457367583908e8ad309c,127.7329403277941,650.0,128.5616943546212,655.9021726,648.985534,675.762198,right,682.0591551184478,23.60454841087097,11.58638973337474,20.37898795370241,24.39294032779407,13.26294032779407,21.62394032779409,25.22169435462121,14.09169435462121,22.45269435462123,24.4065166969433,12.31038206920696,21.16002823004763,23.43434174164297,12.30434174164297,20.66534174164299,22.67693220596378,10.74896631575345,19.47557864238,0.9939268760549411,undistorted_GX010080_193_2640,spatial_match
undistorted_GX010080_193_2640.jpg_gamma_obj3_cropped0.970145_0.215488,1.jpg,706.9597,718.2674,712.2977,712.6135,0.0,OK,,undistorted_GX010080_193_2640.jpg_gamma,undistorted_GX010080_193_2640,0.1892828074425999,133.81531676477826,135.95566996649694,134.82570839090684,134.88548390149722,total,0.970145,0.215488,full body:undistorted_GX010080_193_2640.jpg_gamma,Prawn_2,114.6996666666667,4.06036175180926,2.344250950414337,111.425,112.252,120.422,-101.049,-99.142,-100.045,61.814,62.801,59.034,1.230960202536279,132.0614605788624,714.4964727270877,671.6648637382038,0.1847923573725425,0.184831508089621,67ee457367583908e8ad30a2,124.1185335344902,650.0,126.6024688220093,688.762495,704.9537852,710.8992347999999,right,671.6648637382038,11.39199778729211,3.069649677376417,10.57133372633917,12.69353353449023,3.696533534490229,11.86653353449024,15.17746882200926,6.18046882200926,14.35046882200928,13.62124193135227,5.132341949153195,12.78415424403064,20.63646057886238,11.63946057886238,19.8094605788624,18.52049412507282,9.665559929964942,17.64731192215943,0.9863396906234456,undistorted_GX010080_193_2640,spatial_match
undistorted_GX010080_193_2640.jpg_gamma_obj1_cropped0.641363_0.187963,1.jpg,695.0827,704.2478,697.4274,699.6653,0.3,OK,,undistorted_GX010080_193_2640.jpg_gamma,undistorted_GX010080_193_2640,0.1892828074425999,131.5672048607825,133.30200071927467,132.01101625939316,132.43461225416894,total,0.641363,0.187963,full body:undistorted_GX010080_193_2640.jpg_gamma,Prawn_1,115.4813333333333,3.009503428954497,1.737537614833981,116.487,111.397,118.56,-110.146,-109.367,-110.403,61.814,62.801,59.034,1.230960202536279,122.9698129500737,664.2490935564007,672.7854975885923,0.1851669867100669,0.1851260530770035,67ee457367583908e8ad309e,124.5776632907126,650.0,126.8136976948657,720.0527417999999,699.5842997000001,699.907104,right,672.7854975885923,11.83215283240358,5.075626932112533,6.945550396793287,13.18066329071262,6.017663290712619,8.090663290712598,15.41669769486568,8.253697694865679,10.32669769486566,13.83941910003472,6.961620862740957,8.865107432473716,11.57281295007367,4.409812950073672,6.482812950073651,10.38880126940014,3.71947785937388,5.56526732603093,0.997243316175523,undistorted_GX010080_193_2640,spatial_match
undistorted_GX010080_212_2954.jpg_gamma_obj1_cropped0.715335_0.24153,1.jpg,779.2644,768.909,777.2619,774.0867,0.4,OK,,undistorted_GX010080_212_2954.jpg_gamma,undistorted_GX010080_212_2954,0.1874414245548266,146.06642924086225,144.12539831302718,145.6910777881912,145.0959137769447,total,0.715335,0.24153,full body:undistorted_GX010080_212_2954.jpg_gamma,Prawn_1,128.1603333333333,2.796305459391411,1.614447709716051,131.398,124.575,128.508,62.745,60.668,61.39,56.502,58.009,58.502,1.230960202536279,137.3682552287281,740.2454214510549,759.0772313659344,0.1856573007072509,0.1855712325237406,67ee457267583908e8ad2ebe,140.9282298037327,650.0,143.0788726726672,742.4249796,722.6471175,751.7975016000001,right,759.0772313659344,13.12721637867368,7.252948906172649,9.664946776646374,16.35322980373273,9.530229803732738,12.42022980373272,18.50387267266716,11.68087267266716,14.57087267266715,14.85360037942377,8.889688330619313,11.33849462497833,12.79325522872806,5.970255228728064,8.86025522872805,10.26952055286218,4.543642390849224,6.894711013110506,0.9963985894968871,undistorted_GX010080_212_2954,spatial_match
undistorted_GX010080_237_3366.jpg_gamma_obj1_cropped0.786939_0.100473,1.jpg,580.8038,587.6164,579.1416,584.2101,0.9,OK,,undistorted_GX010080_237_3366.jpg_gamma,undistorted_GX010080_237_3366,0.1863307743906984,108.22162182306032,109.4910188566744,107.9119028098681,108.85632033986737,total,0.786939,0.100473,full body:undistorted_GX010080_237_3366.jpg_gamma,Prawn_2,95.67199999999998,4.201550269444206,2.425766179077357,89.755,98.16,99.101,-135.451,-133.264,-133.282,60.033,57.079,57.107,1.230960202536279,102.3575082595097,548.7467002603748,601.3336337009526,0.1864966757113263,0.1865296104941353,67ee457367583908e8ad305d,112.14672367864,650.0,113.3456977167766,538.8261915,560.287464,565.9360807,right,601.3336337009526,24.94760590344831,13.16406865585618,14.24890350309705,22.39172367864003,13.04572367864003,13.98672367864006,23.59069771677659,14.24469771677659,15.18569771677662,26.28343570472574,14.37391925084165,15.4703521972052,12.60250825950973,3.256508259509729,4.19750825950976,14.04100970364853,3.286049847640013,4.276190158424777,0.9948027706662144,undistorted_GX010080_237_3366,spatial_match
undistorted_GX010080_237_3366.jpg_gamma_obj4_cropped0.278897_0.164793,1.jpg,787.5532,772.8182,782.6238,780.1857,0.3,OK,,undistorted_GX010080_237_3366.jpg_gamma,undistorted_GX010080_237_3366,0.1863307743906984,146.74539762987257,143.99981366922563,145.82689871059105,145.3726056495491,total,0.278897,0.164793,full body:undistorted_GX010080_237_3366.jpg_gamma,Prawn_0,129.9393333333333,2.747245934062363,1.58612317956101,126.555,133.284,129.979,65.256,58.985,59.566,60.033,57.079,57.107,1.230960202536279,140.6677737793741,757.9101178773773,822.0823402968391,0.1857655446125433,0.1855995459901392,67ee457367583908e8ad3063,152.7145736615965,650.0,154.9547392985582,759.7476315000001,760.7717436,742.2710753,right,822.0823402968391,20.67051768922325,14.57832422616105,17.49172840350865,26.15957366159648,19.4305736615965,22.7355736615965,28.39973929855816,21.67073929855817,24.97573929855818,22.4406300016263,16.25907032994071,19.21521114838411,14.11277377937409,7.38377377937411,10.68877377937412,11.15149443275579,5.539880090163943,8.223462081854851,0.9977591438316403,undistorted_GX010080_237_3366,spatial_match
undistorted_GX010080_237_3366.jpg_gamma_obj3_cropped0.734297_0.565961,1.jpg,899.327,905.0006,911.1581,902.1638,1.0,OK,,undistorted_GX010080_237_3366.jpg_gamma,undistorted_GX010080_237_3366,0.1863307743906984,167.57229634046362,168.62946262204667,169.7767943653574,168.10087948125516,total,0.734297,0.565961,full body:undistorted_GX010080_237_3366.jpg_gamma,Prawn_4,148.1713333333333,5.862121875983887,3.384497643121692,139.958,153.254,151.302,24.918,26.331,26.091,60.033,57.079,57.107,1.230960202536279,157.8451580676162,840.6406663107607,834.0379453920626,0.1878998592845516,0.1877676924200397,67ee457367583908e8ad3065,156.7156125771451,650.0,157.2082576870178,840.2098614,874.7585065999999,864.0403313999999,right,834.0379453920626,11.97331526396855,2.258742073384776,3.578017856436163,16.7576125771451,3.461612577145104,5.413612577145045,17.25025768701784,3.954257687017844,5.906257687017785,12.32531022665216,2.580198681285868,3.90362168842301,17.88715806761616,4.591158067616163,6.543158067616105,12.78037558954555,2.995783514698581,4.324568127067787,0.9980276124554049,undistorted_GX010080_237_3366,spatial_match
undistorted_GX010080_237_3366.jpg_gamma_obj2_cropped0.536768_0.147128,1.jpg,858.5389,861.5916,855.4841,860.0652,0.5,OK,,undistorted_GX010080_237_3366.jpg_gamma,undistorted_GX010080_237_3366,0.1863307743906984,159.9722180815384,160.54103003652085,159.40301483192965,160.25661474249088,total,0.536768,0.147128,full body:undistorted_GX010080_237_3366.jpg_gamma,Prawn_1,132.354,5.361077690166401,3.095219647564069,124.775,135.968,136.319,40.452,35.984,37.694,60.033,57.079,57.107,1.230960202536279,154.7893645889468,828.0045532795153,816.3202737742993,0.1868340866680445,0.1869426490178895,67ee457367583908e8ad3061,152.5164527792293,650.0,153.868644302893,749.0617575,776.0917471999999,778.4769132999999,right,816.3202737742993,22.23318195089502,11.88202141977955,12.17084371265975,27.74145277922926,16.19745277922928,16.54845277922922,29.09364430289298,17.549644302893,17.90064430289294,23.31688583682066,12.87395322947865,13.16533618417049,30.01436458894682,18.47036458894684,18.82136458894678,24.05479029368609,13.54936919207655,13.84249572616114,0.9992579785509602,undistorted_GX010080_237_3366,spatial_match
undistorted_GX010080_238_3392.jpg_gamma_obj3_cropped0.267366_0.374916,1.jpg,734.4032,739.6999,737.0427,737.0515,0.0,OK,,undistorted_GX010080_238_3392.jpg_gamma,undistorted_GX010080_238_3392,0.1806717375200997,132.68590218432132,133.64286617644402,133.16278523550562,133.1643751467958,total,0.267366,0.374916,full body:undistorted_GX010080_238_3392.jpg_gamma,Prawn_0,121.3773333333333,6.697369848596461,3.86672828494965,121.858,112.945,129.329,62.771,60.803,62.021,57.035,62.073,56.036,1.230960202536279,135.6354014758762,731.078253091104,759.011275129876,0.1857224075721376,0.1855278841935049,67ee457467583908e8ad317d,140.9654013915187,650.0,143.0664405465132,695.0171029999999,701.0834984999999,724.7079844000001,right,759.011275129876,24.80889051442623,8.997519034028477,15.68005497506827,28.0204013915187,11.63640139151869,19.10740139151869,30.12144054651318,13.73744054651317,21.20844054651317,26.66912262296976,10.6220882760349,17.40422503775967,22.69040147587623,6.306401475876214,13.77740147587622,20.08977951735467,4.876246994777826,11.30611160192701,0.9978062619116079,undistorted_GX010080_238_3392,spatial_match
undistorted_GX010080_238_3392.jpg_gamma_obj1_cropped0.473451_0.308475,1.jpg,775.6043,758.6013,767.4073,767.1028,0.0,OK,,undistorted_GX010080_238_3392.jpg_gamma,undistorted_GX010080_238_3392,0.1806717375200997,140.1297765090607,137.05781495600644,138.64881027660843,138.59379573253358,total,0.473451,0.308475,full body:undistorted_GX010080_238_3392.jpg_gamma,Prawn_1,128.2093333333333,2.560994772002127,1.478591021008652,129.97,124.588,130.07,29.055,28.752,29.238,57.035,62.073,56.036,1.230960202536279,151.1523372766825,805.6144603504836,745.7414629800821,0.1875672691561006,0.1876236645639696,67ee457467583908e8ad3179,139.8766897076493,650.0,140.5652065685765,741.2838949999999,773.3550924,728.860252,right,745.7414629800821,12.2713982948994,7.539547710962766,7.622289534238128,15.28868970764927,9.80668970764927,9.906689707649292,15.97720656857652,10.49520656857652,10.59520656857654,12.82403326851424,8.068891034501823,8.152040138937098,26.56433727668255,21.08233727668255,21.18233727668257,21.32174629714142,16.20845489096837,16.29786664359666,0.9992424291243097,undistorted_GX010080_238_3392,spatial_match
undistorted_GX010080_238_3392.jpg_gamma_obj2_cropped0.769997_0.339013,1.jpg,614.044,620.3781,617.256,617.211,0.0,OK,,undistorted_GX010080_238_3392.jpg_gamma,undistorted_GX010080_238_3392,0.1806717375200997,110.94039639379211,112.0847892464182,111.52071401470668,111.51258378651828,total,0.769997,0.339013,full body:undistorted_GX010080_238_3392.jpg_gamma,Prawn_2,101.8463333333333,4.122415580969755,2.380077745384396,98.825,99.039,107.675,-115.201,-114.814,-118.944,57.035,62.073,56.036,1.230960202536279,109.6038671323438,591.1896776259968,597.9272133442029,0.1854993164099971,0.1853954344610229,67ee457467583908e8ad317b,110.9150893382841,650.0,112.7036197247705,563.6483875,614.7647847000001,603.36763,right,597.9272133442029,12.233836922119,3.009137997013335,11.99132598096114,12.0900893382841,3.240089338284108,11.8760893382841,13.87861972477049,5.028619724770493,13.66461972477049,14.04363240553553,4.670183166724396,13.7972109217283,10.77886713234375,1.928867132343754,10.56486713234375,10.9070246722426,1.79137880877061,10.66738066049107,0.9979579926694003,undistorted_GX010080_238_3392,spatial_match
undistorted_GX010082_236_3137.jpg_gamma_obj2_cropped0.05702410000000001_0.264227,1.jpg,526.4466,516.4,513.4832,521.4233,1.5,OK,,undistorted_GX010082_236_3137.jpg_gamma,undistorted_GX010082_236_3137,0.1922892029612537,101.22999711566196,99.29814440919142,98.73727526199404,100.2640707624267,total,0.05702410000000001,0.264227,full body:undistorted_GX010082_236_3137.jpg_gamma,Prawn_0,67.466,3.219272381558708,1.858647776087648,68.78,63.034,70.584,-4.198,-3.608,-5.148,63.561,70.578,63.159,1.230960202536279,81.14682920502048,430.5695219198405,471.2662301882476,0.188433873966446,0.1884639415330648,67ee457467583908e8ad3128,88.8025214239344,650.0,88.82922337519891,437.172558,444.8813652,445.8014856,right,471.2662301882476,40.88035254614081,25.81112068448145,29.11096455936957,25.76852142393439,18.21852142393439,20.02252142393439,25.79522337519891,18.2452233751989,20.04922337519891,40.92271373417348,25.84895071857489,29.14978682058579,18.11282920502048,10.56282920502048,12.36682920502048,28.73501476190704,14.96490593480176,17.98026927162035,0.9306791266711747,undistorted_GX010082_236_3137,spatial_match
undistorted_GX010082_236_3137.jpg_gamma_obj1_cropped0.476971_0.301475,1.jpg,795.4634,810.0827,794.61,802.773,1.0,OK,,undistorted_GX010082_236_3137.jpg_gamma,undistorted_GX010082_236_3137,0.1922892029612537,152.95902317084895,155.77015671570044,152.79492356504184,154.36458032881455,total,0.476971,0.301475,full body:undistorted_GX010082_236_3137.jpg_gamma,Prawn_1,113.9653333333333,5.021146903071268,2.898960516128853,119.107,107.153,115.636,100.657,101.904,101.371,63.561,70.578,63.159,1.230960202536279,141.8789662689949,767.8432331362046,754.8572158515314,0.1847481127300488,0.1847759544477584,67ee457467583908e8ad3124,139.4584460092295,650.0,142.283439694951,757.0560026999999,756.2644434000001,730.3454124,right,754.8572158515314,30.14889551317226,17.08669180587999,20.60123664709048,32.30544600922947,20.35144600922948,23.82244600922954,35.13043969495099,23.176439694951,26.64743969495106,32.78530670625273,19.45850344224185,23.04424201369044,34.7259662689949,22.7719662689949,26.24296626899496,32.4078339094518,19.11891515107836,22.69446043532721,0.9903919916059958,undistorted_GX010082_236_3137,spatial_match
undistorted_GX010082_53_796.jpg_gamma_obj1_cropped0.723353_0.425668,1.jpg,828.0706,837.1529,842.8155,832.6118,1.2,OK,,undistorted_GX010082_53_796.jpg_gamma,undistorted_GX010082_53_796,0.1973515423023031,163.4210100451935,165.2134159578457,166.33093880128675,164.31722286909672,total,0.723353,0.425668,full body:undistorted_GX010082_53_796.jpg_gamma,Prawn_1,143.8303333333333,10.5034418591664,6.064164984807305,130.899,156.626,143.966,165.694,165.828,167.441,63.071,52.154,57.5,1.230960202536279,154.6447166068512,821.7801699032714,806.9362222995998,0.1883047406389122,0.1881825849181221,67ee457267583908e8ad2ea9,151.9499160522697,650.0,152.0998394295256,825.5930828999999,816.8672404000001,827.8045,right,806.9362222995998,16.08180051205108,2.985509396735065,5.54569554774722,21.05091605226974,4.676083947730262,7.983916052269763,21.20083942952559,4.526160570474417,8.133839429525608,16.19633414275555,2.889788777389716,5.649833592324304,23.7457166068512,1.9812833931488,10.67871660685122,18.14048740391539,1.264977330167916,7.417526781914637,0.9944481570932552,undistorted_GX010082_53_796,spatial_match
undistorted_GX010082_65_1070.jpg_gamma_obj1_cropped0.8137599999999999_0.256097,1.jpg,773.0103,783.8552,792.4065,778.4328,1.8,OK,,undistorted_GX010082_65_1070.jpg_gamma,undistorted_GX010082_65_1070,0.1886756853644271,145.84824814626143,147.89441708647007,149.50783947472692,146.87134205015002,total,0.8137599999999999,0.256097,full body:undistorted_GX010082_65_1070.jpg_gamma,Prawn_1,129.8183333333333,0.6539267712995221,0.377544797440082,129.317,130.742,129.396,173.123,173.536,172.84,62.0,62.504,62.0,1.230960202536279,145.1365152885216,770.581507799564,815.0257130170205,0.1884372083960627,0.1883467405063567,67ee457567583908e8ad32bd,153.5811701319379,650.0,153.6246318544832,801.7654,817.1897968,802.2551999999998,right,815.0257130170205,18.76332588285985,17.46888538643886,18.6908174378945,24.26417013193787,22.83917013193789,24.18517013193795,24.30763185448319,22.88263185448321,24.22863185448327,18.79693455190206,17.50212774355846,18.72440558787233,15.81951528852159,14.3945152885216,15.74051528852166,12.23312889142308,11.00986315684447,12.16460732056762,0.9900704192385431,undistorted_GX010082_65_1070,spatial_match
undistorted_GX010082_65_1070.jpg_gamma_obj2_cropped0.700407_0.878715,1.jpg,754.0,753.0106,742.033,753.5053,1.5,OK,,undistorted_GX010082_65_1070.jpg_gamma,undistorted_GX010082_65_1070,0.1886756853644271,142.26146676477805,142.07479104167848,140.00358483802194,142.16812890322825,total,0.700407,0.878715,full body:undistorted_GX010082_65_1070.jpg_gamma,Prawn_2,116.8093333333333,2.649782422933793,1.529852595174765,113.697,116.558,120.173,-2.927,-2.203,-3.077,62.0,62.504,62.0,1.230960202536279,133.3677836372026,707.647536688492,719.5395250702007,0.1884666099365973,0.1884663998991794,67ee457567583908e8ad32bf,135.60917500537,650.0,135.6263893006169,704.9214,728.5341232,745.0726000000001,right,719.5395250702007,19.27243023595168,12.84496101900592,16.34480259216012,21.91217500536999,15.43617500536999,19.05117500537,21.92938930061689,15.45338930061689,19.0683893006169,19.28757073679771,12.85928561375425,16.35957145851585,19.67078363720256,13.19478363720256,16.80978363720257,17.30105775631948,10.97982378504536,14.42181886889152,0.9283849504387303,undistorted_GX010082_65_1070,spatial_match
undistorted_GX010082_8_59.jpg_gamma_obj2_cropped0.755945_0.47075700000000004,1.jpg,746.0965,751.3641,744.5079,748.7303,0.6,OK,,undistorted_GX010082_8_59.jpg_gamma,undistorted_GX010082_8_59,0.1918796530815872,143.16073758538647,144.17148284595902,142.85591756850104,143.66611021567277,total,0.755945,0.47075700000000004,full body:undistorted_GX010082_8_59.jpg_gamma,Prawn_3,119.8393333333333,11.32565101391036,6.538867661628908,107.057,134.589,117.872,-112.119,-112.765,-112.543,62.514,54.148,58.421,1.230960202536279,127.0474937402216,685.157495236774,814.0420931212242,0.1851378324471559,0.1854281601288139,67ee457367583908e8ad30e8,150.7099886412093,650.0,153.4392288150906,669.2561298,728.7725172,688.6200111999999,right,814.0420931212242,40.77546413705716,11.97793923813186,27.85902389134763,43.65298864120929,16.12098864120929,32.83798864120928,46.38222881509064,18.85022881509065,35.56722881509063,43.32479783208071,14.00577225114285,30.17445094262473,19.99049374022157,7.54150625977843,9.175493740221555,18.67275726035809,5.603360051548366,7.784286124119006,0.9806666088676654,undistorted_GX010082_8_59,spatial_match
undistorted_GX010082_8_59.jpg_gamma_obj1_cropped0.467129_0.147647,1.jpg,784.547,803.4407,811.2441,793.9939,2.2,OK,,undistorted_GX010082_8_59.jpg_gamma,undistorted_GX010082_8_59,0.1918796530815872,150.53860618620004,154.16392278762763,155.66123647248446,152.35127408089647,total,0.467129,0.147647,full body:undistorted_GX010082_8_59.jpg_gamma,Prawn_1,135.7673333333333,7.132853581998041,4.118154935656755,127.911,145.175,134.216,40.943,35.995,39.618,62.514,54.148,58.421,1.230960202536279,141.9414812542173,759.272173952114,768.4743900978524,0.1870611892334099,0.186944136929703,67ee457367583908e8ad30e2,143.7517333071236,650.0,144.8501481399467,799.6228254,786.0935900000002,784.1032936,right,768.4743900978524,12.38418377397067,0.9803800192019162,7.104766426598633,15.84073330712363,1.423266692876382,9.535733307123621,16.9391481399467,0.3248518600533146,10.63414813994669,13.24291745037307,0.2237657034980641,7.923159787168957,14.03048125421725,3.23351874578276,7.725481254217243,10.96894032117429,2.227324777532468,5.756006179752967,0.9982328061835145,undistorted_GX010082_8_59,spatial_match
