Label,PrawnID,Pond_Type,mean_length,std_length,Length_fov(mm),mean_pixels,pred_Distance_pixels,Length_ground_truth_annotation_pixels,mean_scale,pred_scale,std_scale,Scale_1,Scale_2,Scale_3,std_pixels
full body:undistorted_GX010084_130_1748.jpg_gamma,Prawn_0,circle_female,124.16566666666667,25.107259116306057,125.2232041184863,672.7305936,666.5911508639028,649.4107289983826,55.62033333333333,53.23223882956818,10.750062806018079,51.971,67.72,47.17,16.90697482509481
full body:undistorted_GX010084_130_1748.jpg_gamma,Prawn_1,circle_female,98.72266666666667,14.41155735281004,113.016484322455,539.2814191333333,610.6965089943386,599.3538187081152,55.62033333333333,54.03605612539839,10.750062806018079,51.971,67.72,47.17,35.38033043470393
full body:undistorted_GX010084_130_1748.jpg_gamma,Prawn_2,circle_female,135.8903333333333,27.603385667945396,132.897186048176,736.1747088333333,716.700079252432,770.7080520217297,55.62033333333333,53.9289130616072,10.750062806018079,51.971,67.72,47.17,33.955741836041426
full body:undistorted_GX010085_261_3610.jpg_gamma,Prawn_0,circle_female,130.186,4.172278873709193,133.9932992972118,779.7452099000001,721.442312815059,764.9065575739368,59.948,53.841670934217476,2.5233634300274717,59.034,62.801,58.009,8.595289465251602
full body:undistorted_GX010085_261_3610.jpg_gamma,Prawn_1,circle_female,116.825,7.542542608431193,109.7333517678867,699.4174018666666,594.174895466166,695.071938722892,59.948,54.14715634705058,2.5233634300274717,59.034,62.801,58.009,30.099551798011486
full body:undistorted_GX010088_209_2904.jpg_gamma,Prawn_0,circle_female,105.59166666666668,5.795287769674024,109.6207053095443,662.4783907333334,593.5523886410324,619.4930153586075,62.928,54.14601073446604,5.151988645173824,68.007,63.071,57.706,18.298590408760926
full body:undistorted_GX010088_209_2904.jpg_gamma,Prawn_1,circle_female,113.83366666666666,15.058053703361976,129.2109593312319,711.1929037333333,694.980124554244,678.3300216361132,62.928,53.78646889948898,5.151988645173824,68.007,63.071,57.706,38.74074890272153
full body:undistorted_GX010088_262_3712.jpg_gamma,Prawn_0,circle_female,134.67533333333336,9.089850622168298,135.1131308271707,672.6891588666666,731.3973827137428,679.6047750306792,49.98133333333333,54.132220772036305,0.8735309572839068,49.477,49.477,50.99,36.44213905067577
full body:undistorted_GX010088_262_3712.jpg_gamma,Prawn_1,circle_female,147.93500000000003,3.427147939613921,125.8639314174425,739.2032237666667,681.1176207151782,731.6419889536136,49.98133333333333,54.11539374661448,0.8735309572839068,49.477,49.477,50.99,5.250522802799781
full body:undistorted_GX010088_262_3712.jpg_gamma,Prawn_2,circle_female,168.85266666666666,2.4385746519910634,144.7999159279992,843.8201082666668,780.0307821349752,822.7563059545457,49.98133333333333,53.86956043005165,0.8735309572839068,49.477,49.477,50.99,6.369543573955967
full body:undistorted_GX010088_327_4364.jpg_gamma,Prawn_0,circle_female,127.02466666666665,12.944677683640228,122.7538914984202,678.1473621333333,651.3851551897606,706.4263959549579,53.69766666666667,53.064318144092695,4.673821598363948,56.356,56.436,48.301,15.942657512957492
full body:undistorted_GX010088_327_4364.jpg_gamma,Prawn_1,circle_female,127.06700000000001,13.96913583583465,129.2765201473148,677.9930253666668,691.9166728096287,714.1770796768891,53.69766666666667,53.5222229080089,4.673821598363948,56.356,56.436,48.301,14.192730394431948
full body:undistorted_GX010088_327_4364.jpg_gamma,Prawn_2,circle_female,110.01333333333334,14.635058740344475,113.3658144298521,586.7971689999999,610.6436414070224,568.0740629085345,53.69766666666667,53.86488373749331,4.673821598363948,56.356,56.436,48.301,43.442739566386166
full body:undistorted_GX010088_327_4364.jpg_gamma,Prawn_3,circle_female,134.249,8.641621433504246,126.4906331509988,718.3805704,680.992857132977,645.7453297093289,53.69766666666667,53.83741389925991,4.673821598363948,56.356,56.436,48.301,28.119233588726814
full body:undistorted_GX010089_11_236.jpg_gamma,Prawn_0,circle_male,73.087,3.853980150441875,95.25505718763094,419.8342781333334,475.1912613895698,451.5927644212758,57.498,49.886197690643385,1.5650172523010717,57.14,59.211,56.143,11.014230369393534
full body:undistorted_GX010089_11_236.jpg_gamma,Prawn_1,circle_male,64.972,6.538711799735479,82.91980427021974,372.91614159999995,413.1844930837009,388.7549997228846,57.498,49.82941008124088,1.5650172523010717,57.14,59.211,56.143,27.882574138466683
full body:undistorted_GX010089_11_236.jpg_gamma,Prawn_2,circle_male,83.09433333333334,3.1067388582456212,100.5893819996722,477.4597488333334,504.5344754014023,498.3148008659687,57.498,50.157826340263874,1.5650172523010717,57.14,59.211,56.143,6.213994633387818
full body:undistorted_GX010090_132_1852.jpg_gamma,Prawn_0,circle_female,124.40566666666666,15.024003871582744,150.8168572258346,795.1497264666665,802.5371589726018,773.362841951758,64.53966666666666,53.21269609609189,7.9649438374249275,56.045,71.84,65.734,19.037089105893585
full body:undistorted_GX010091_5_149.jpg_gamma,Prawn_0,circle_male,72.343,7.403748239912003,62.78100106082697,422.6888850666667,310.1337440573419,389.5621507556656,58.328,49.39929896257324,5.590270476461762,56.886,64.498,53.6,64.1821354840934
full body:undistorted_GX010091_5_149.jpg_gamma,Prawn_1,circle_male,91.019,12.9108904417937,101.4838377130358,526.9997758666667,510.2136886751421,508.9303086623944,58.328,50.2753640552957,5.590270476461762,56.886,64.498,53.6,41.33713795341
full body:undistorted_GX010094_9_129.jpg_gamma,Prawn_0,circle_female,85.40533333333333,12.095184840808898,105.4583375172172,547.6003176,567.5079941334659,574.5442124353707,64.76100000000001,53.81347814636412,6.823380980130011,67.417,69.857,57.009,17.496452935320892
full body:undistorted_GX010094_9_129.jpg_gamma,Prawn_1,circle_female,112.61599999999999,10.29818411177427,122.4403386329594,724.6389826666667,650.6677450167653,670.2172810703851,64.76100000000001,53.14161593159901,6.823380980130011,67.417,69.857,57.009,15.283328470452041
full body:undistorted_GX010094_24_430.jpg_gamma,Prawn_0,circle_female,116.28066666666666,3.675706916136449,122.5679516169286,657.5622827333333,651.9775447070489,703.8825422927395,56.59166666666667,53.19315009397614,2.1426874091507946,58.941,56.089,54.745,9.33555371911644
full body:undistorted_GX010094_93_1258.jpg_gamma,Prawn_0,circle_female,118.99366666666667,10.975216277291914,124.4208728665562,680.7134454999999,672.1817826937742,663.676963626733,57.553000000000004,54.02484062418548,5.918355514836874,53.151,64.281,55.227,20.83161803558048
full body:undistorted_GX010094_163_2312.jpg_gamma,Prawn_0,circle_female,118.65599999999999,9.41527445165567,138.2151955256912,672.6962917666668,738.1303017448811,720.9338505412679,56.93033333333333,53.404424812876584,5.5706017927449585,50.567,60.926,59.298,42.18210122100913
full body:undistorted_GX010097_32_528.jpg_gamma,Prawn_0,circle_female,103.21066666666667,8.813708999810089,125.1652242436247,602.6087533666667,665.8610423431871,611.1049422432292,58.49666666666667,53.19856584502566,2.775962235574063,55.471,59.093,60.926,37.085428571750484
full body:undistorted_GX010097_32_528.jpg_gamma,Prawn_1,circle_female,99.14533333333333,3.5311080885939132,107.2651429402243,579.4936875,580.4651189278843,563.759700581728,58.49666666666667,54.11498115947698,2.775962235574063,55.471,59.093,60.926,19.33050002157856
full body:undistorted_GX010097_60_1080.jpg_gamma,Prawn_0,circle_female,113.193,2.6085526638348684,118.3217803971059,625.5051080333334,640.6226057732563,677.9335104481119,55.24100000000001,54.14240756209291,1.4440373956376633,54.083,56.859,54.781,29.871200049090543
full body:undistorted_GX010097_60_1080.jpg_gamma,Prawn_1,circle_female,137.114,3.0331666620876607,138.6834307659101,757.2308333999999,735.8954171624524,814.1907971102211,55.24100000000001,53.062966000935106,1.4440373956376633,54.083,56.859,54.781,14.570909578261865
full body:undistorted_GX010097_60_1080.jpg_gamma,Prawn_2,circle_female,105.88,2.5365906252290684,121.6559709337517,584.6477764,648.8491925894368,665.3705796064776,55.24100000000001,53.33475928960121,1.4440373956376633,54.083,56.859,54.781,1.3748056553370112
full body:undistorted_GX010097_60_1080.jpg_gamma,Prawn_3,circle_female,94.39433333333334,9.066301634808612,94.34685719693007,520.6889621,503.3709106865567,506.6926854054437,55.24100000000001,53.35322507202029,1.4440373956376633,54.083,56.859,54.781,39.56866412586576
full body:undistorted_GX010097_105_1651.jpg_gamma,Prawn_0,circle_female,127.93866666666668,2.4797807026697694,152.5372272696837,752.0441618,824.4279262589444,763.9038329281115,58.782999999999994,54.04765387542853,3.2959616199221737,57.009,62.586,56.754,43.948757104235575
full body:undistorted_GX010097_105_1651.jpg_gamma,Prawn_1,circle_female,150.87933333333334,12.983320466403553,163.1870589401357,884.0712546,867.1076887623439,893.1273583151333,58.782999999999994,53.135812018061905,3.2959616199221737,57.009,62.586,56.754,29.513555815178037
full body:undistorted_GX010097_105_1651.jpg_gamma,Prawn_2,circle_female,100.80366666666667,7.8302637460901225,124.2624287939245,590.8358374999999,659.5905377025017,614.2945893751389,58.782999999999994,53.08044789598952,3.2959616199221737,57.009,62.586,56.754,14.365732176006238
full body:undistorted_GX010097_105_1651.jpg_gamma,Prawn_3,circle_female,99.61066666666666,2.887408064914508,124.1140930928323,585.2995476,671.9189211331903,620.6476210990984,58.782999999999994,54.13719783059787,3.2959616199221737,57.009,62.586,56.754,30.282116168210514
full body:undistorted_GX010097_124_1870.jpg_gamma,Prawn_0,circle_female,101.21533333333333,5.317928199339791,125.1646456246433,645.7916125666667,664.6609429426082,648.1851694070839,63.88733333333332,53.10293011461578,2.5814612786817723,62.129,66.851,62.682,14.250231314324557
full body:undistorted_GX010097_124_1870.jpg_gamma,Prawn_1,circle_female,95.20800000000001,8.774991680907737,116.189904910947,606.8342639000001,624.1461743165712,605.55371774921,63.88733333333332,53.71776272602546,2.5814612786817723,62.129,66.851,62.682,34.96901541709667
full body:undistorted_GX010101_12_173.jpg_gamma,Prawn_0,circle_female,155.33266666666665,5.98037877841641,159.4121194325315,845.9386662000001,850.8442861368605,869.0689462740338,54.51,53.373877040570065,2.118578060870074,56.639,54.489,52.402,13.44251045258153
full body:undistorted_GX010102_9_165.jpg_gamma,Prawn_1,circle_male,93.12166666666667,4.822234578837216,102.913263992874,498.7247154,473.4603492137347,493.3689859213382,53.589,46.005765519837986,2.2368913697361372,54.755,55.002,51.01,26.009227026204027
full body:undistorted_GX010102_9_165.jpg_gamma,Prawn_2,circle_male,47.57866666666666,3.443368166974499,24.78481152380743,254.4893966333333,114.749764849229,220.3801987781118,53.589,46.29842140982365,2.2368913697361372,54.755,55.002,51.01,9.206089974736594
full body:undistorted_GX010102_9_165.jpg_gamma,Prawn_3,circle_male,60.42666666666667,2.1505869741383017,24.78481152380743,323.49987723333334,114.749764849229,317.0122616500819,53.589,46.29842140982365,2.2368913697361372,54.755,55.002,51.01,2.2886060228693004
full body:undistorted_GX010102_9_165.jpg_gamma,Prawn_4,circle_male,67.901,5.183957850908899,79.05166830268793,363.41736726666664,363.0932096500172,385.3505741535752,53.589,45.931125483618814,2.2368913697361372,54.755,55.002,51.01,22.878350874433295
full body:undistorted_GX010102_9_165.jpg_gamma,Prawn_5,circle_male,68.09533333333333,6.2534948095711504,81.92742006418707,364.0087996666666,376.3542174995429,379.9270082648636,53.589,45.93751606051838,2.2368913697361372,54.755,55.002,51.01,18.311797626336322
full body:undistorted_GX010102_50_1396.jpg_gamma,Prawn_0,circle_male,132.286,5.180246422710027,147.4298592194021,732.7973158333334,677.8327479252766,687.9780189515432,55.439,45.97662586902018,2.776289069963715,52.24,56.858,57.219,30.653328607848966
full body:undistorted_GX010105_28_816.jpg_gamma,Prawn_0,circle_male,56.471,5.346889656613463,73.64058837677726,323.77758296666667,337.4792721811027,328.3529861176987,57.56133333333333,45.827889160039305,4.273502817751891,57.567,61.832,53.285,15.704671544116332
full body:undistorted_GX010105_28_816.jpg_gamma,Prawn_1,circle_male,95.68866666666668,6.924890781328854,122.7036187199534,548.8348035666667,561.8910095651225,548.1725309396029,57.56133333333333,45.7925377773517,4.273502817751891,57.567,61.832,53.285,2.8862975130157467
full body:undistorted_GX010152_36_378.jpg_gamma,Prawn_0,square,113.76800000000001,9.854991070518533,106.5929170257388,832.6175376000001,890.3665563174453,864.3610998661266,73.51433333333334,83.52961727301732,5.7796498452184215,77.006,76.694,66.843,13.54097423965052
full body:undistorted_GX010152_36_378.jpg_gamma,Prawn_1,square,127.10966666666667,11.683382315636736,109.6691900242959,930.3551843333333,929.6036197121183,975.3990845285531,73.51433333333334,84.76433714028303,5.7796498452184215,77.006,76.694,66.843,38.10788631403017
full body:undistorted_GX010157_160_2259,Prawn_0,square,108.57766666666667,3.4126860877222995,96.66063332561447,818.1791636333334,810.821911107895,783.5259022883994,75.38533333333332,83.8833642209369,1.5108654252888754,75.472,76.851,73.833,10.308983176189217
full body:undistorted_GX010157_174_2582.jpg_gamma,Prawn_0,square,104.019,9.603664977496871,91.45104326277273,830.2616573666668,760.2978070600992,804.6862952312534,80.05533333333334,83.13713872847595,4.209844929844008,78.918,76.531,84.717,39.632135792845546
full body:undistorted_GX010157_177_2665.jpg_gamma,Prawn_0,square,113.90933333333334,14.641877076841396,103.052965043015,919.8450969333335,872.8860056906797,954.5236441798861,81.56266666666666,84.7026580289399,10.039276384945943,74.525,93.059,77.104,34.760683242591604
full body:undistorted_GX010161_54_676.jpg_gamma.jpg_gamma,Prawn_0,square,91.34933333333333,6.492187638487766,119.4881366421652,848.7797751666667,1045.1251474851,979.749038909072,93.10233333333333,87.46685460624164,4.948527289339053,91.214,98.717,89.376,35.066596250579025
full body:undistorted_GX010162_72_927.jpg_gamma.jpg_gamma,Prawn_0,square,111.56166666666667,2.1431043682782533,92.39915664387999,853.3627466666667,797.9458957511506,943.2834749774108,76.5,86.35856914003577,2.5714587299818756,76.4,73.98,79.12,29.807520345989744
full body:undistorted_GX010174_62_790.jpg_gamma,Prawn_0,square,111.73666666666668,4.798358087234984,124.6841861047966,1036.8450366666666,1185.055796898904,1094.347298814202,92.94866666666667,95.04459498198665,5.415545524998687,99.202,89.822,89.822,14.411115246114019
full body:undistorted_GX010175_266_3372.jpg_gamma.jpg_gamma,Prawn_0,square,121.90233333333333,1.1470332747280378,117.9186678090554,1059.7985001,1057.267100164271,1074.24225440628,86.92766666666667,89.66070596017025,2.5224353972566544,89.0,87.664,84.119,38.22778462319833
full body:undistorted_GX010177_232_3047,Prawn_0,square,146.26033333333336,18.314239878666363,119.4982657927304,1315.7244385333333,1070.925336157095,1323.456519216285,90.89266666666667,89.61848350289985,11.23472324240047,103.73,82.855,86.093,21.4162251562989
full body:undistorted_GX010178_172_3604.jpg_gamma,Prawn_0,square,152.67,12.824984483421412,132.0980283526407,1046.2332556333333,1001.344315087848,1048.903313015057,68.76266666666668,75.80312345122377,4.248442577384483,70.007,72.25,64.031,27.84770490272625
full body:undistorted_GX010183_37_685.jpg_gamma,Prawn_0,square,100.05366666666667,0.5685000732922841,91.6471011655283,721.7764877666665,695.2822664397846,692.7659796382901,72.141,75.86516732089555,0.693002164498782,71.449,72.835,72.139,4.486195834194599
full body:undistorted_GX010183_80_1633.jpg_gamma,Prawn_0,square,136.7506666666667,7.633867979820802,141.3177335673552,1084.7582071666668,1074.148564915343,1073.223771253512,79.44766666666668,76.00946730463802,3.4079026296731727,76.694,78.39,83.259,17.902044807302865
full body:undistorted_GX010183_128_2852.jpg_gamma,Prawn_0,square,134.55833333333334,5.093920134173031,127.250165811216,993.1647141333333,967.2019771740352,1001.864798426495,73.932,76.00791488232267,5.489129530262523,79.025,74.653,68.118,44.76352570500991
